Food Related,Bill Number,Bill Title,Introducers,Committee Assignment,Current Status,Description,Bill URL,Archived
true,HB456,RELATING TO RAW MILK.,"ILAGAN, GARCIA, KAPELA, QUINLAN, Lowen","HLT/AGR, CPC, FIN","(H) 1/21/2025- Referred to HLT/AGR, CPC, FIN, referral sheet 2","Authorizes and decriminalizes the sale of raw milk, raw milk products, and raw milk dairy products directly from producers to consumers for human consumption, subject to certain restrictions.  Authorizes the direct sale of raw goat milk for pet consumption.  Establishes labeling requirements.  Requires the Board of Agriculture and Department of Health to adopt rules no later than 7/1/2026.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=456&year=2025,true
true,HB530,RELATING TO THE LABELING OF MACADAMIA NUTS.,"MIYAKE, CHUN, POEPOE, TAKENOUCHI","AGR, CPC, FIN",(H) 2/5/2025- The committee(s) on AGR recommend(s) that the measure be deferred.,Specifies that the macadamia nut labeling requirements apply if the applicable products are produced in whole or in part from Hawaii-grown and Hawaii-processed macadamia nuts.  Effective 1/2/2026.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=530&year=2025,true
false,SB937,RELATING TO STATE FUNDS.,KANUHA,WAM,S 1/23/2025: Referred to WAM.,Short form bill.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=937&year=2025,true
false,SB186,RELATING TO MOTOR CARRIER VEHICLES.,FEVELLA_ DECORTE_ Awa_ San Buenaventura,TCA_ JDC,S 1/17/2025: Referred to TCA_ JDC.,Repeals inspection requirements for motor carrier vehicles.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=186&year=2025,true
true,SB1591 SD1,RELATING TO AVIAN INFLUENZA.,KOUCHI (Introduced by request of another party),HHS/AEN_ WAM,S 2/14/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Appropriates funds to the Department of Health and Department of Agriculture to prevent_ monitor_ and respond to avian influenza in Hawaii.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1591&year=2025,true
false,HB747,RELATING TO HUMAN REMAINS.,EVSLIN,"HLT, CPC, JHA","(H) 1/21/2025- Referred to HLT, CPC, JHA, referral sheet 2",Allows for the use of natural organic reduction for the treatment and disposal of human remains.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=747&year=2025,true
false,HB831,RELATING TO ANTITRUST.,"GRANDINETTI, BELATTI, IWAMOTO, KAPELA, MARTEN, OLDS, PERRUSO, REYES ODA, SOUZA","CPC, JHA, FIN","(H) 1/23/2025- Referred to CPC, JHA, FIN, referral sheet 3",Prohibits the use of algorithmic price-setting in Hawaii's rental market.  Requires the Department of the Attorney General to develop and undertake a public education program regarding the prohibition.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=831&year=2025,true
true,HB843 HD1,RELATING TO THE COLLEGE OF TROPICAL AGRICULTURE AND HUMAN RESILIENCE.,"GARRETT, AMATO, BELATTI, GRANDINETTI, HOLT, IWAMOTO, KAPELA, KEOHOKAPU-LEE LOY, KILA, KUSCH, LAMOSAO, MARTEN, MATSUMOTO, MIYAKE, OLDS, PERRUSO, POEPOE, QUINLAN, SOUZA, TAKAYAMA, TARNAS","HED, FIN","(H) 2/11/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; Representative(s) Garcia, Pierick voting no (2) and Representative(s) Cochran, Ward excused (2).","Appropriates funds for critical repairs, maintenance, demolition, design, and construction for facilities of the College of Tropical Agriculture and Human Resilience at the University of Hawaii at Manoa.  Establishes and appropriates funds for positions within the University of Hawaii for the College of Tropical Agriculture and Human Resilience.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=843&year=2025,true
false,HB925 HD3 SD1,RELATING TO THE ARTS.,KAPELA,"TCA, WAM","(S) 3/21/2025- Report adopted; Passed Second Reading, as amended (SD 1) and referred to WAM.","Establishes a Performing Arts Special Fund to be used for the coordination, planning, promotion, marketing, and execution of performing arts events and to be funded by a percentage of all ticket sales from concerts held at state venues.  Establishes exemptions.  Effective 7/1/3000.  (SD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=925&year=2025,true
false,HB882,RELATING TO INCOME TAX CREDITS.,"WARD, GARCIA, KILA, PIERICK","ECD, FIN","(H) 1/23/2025- Referred to ECD, FIN, referral sheet 3","Amends the amount of total income tax credits available.  Increases the annual per production and aggregate caps.  Provides the State with alternative marketing opportunities in lieu of a shared-card, end-title screen credit.",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=882&year=2025,true
true,HB967 HD1,RELATING TO SUSTAINABLE FOOD SYSTEMS.,"KAHALOA, AMATO, BELATTI, CHUN, EVSLIN, GARRETT, GRANDINETTI, HOLT, IWAMOTO, KEOHOKAPU-LEE LOY, KILA, KUSCH, LEE, M., MARTEN, MATAYOSHI, MIYAKE, MORIKAWA, PERRUSO, POEPOE, QUINLAN, TAKENOUCHI, TAM, TARNAS, TODD","AGR, FIN","(H) 2/11/2025- Passed Second Reading as amended in HD 1 and referred to the committee(s) on FIN with none voting aye with reservations; none voting no (0) and Representative(s) Cochran, Ward excused (2).",Establishes the Statewide Interagency Food Systems Coordination Team and the Interagency Food Systems Working Group within the Department of Agriculture.  Requires reports to the Legislature.  Appropriates funds.  Effective 7/1/3000.  (HD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=967&year=2025,true
true,HB933 HD1,RELATING TO GENERAL EXCISE TAX REDUCTIONS.,ILAGAN,"HSH, ECD, FIN",(H) 2/7/2025- The committee(s) on ECD recommend(s) that the measure be deferred.,"Reduces the general excise tax rate on the gross proceeds or gross income from the sale of groceries that are eligible under the Supplemental Nutrition Assistance Program (SNAP) or Special Supplemental Nutrition Program for Women, Infants, and Children (WIC), regardless of the means of purchase and the program eligibility of the purchaser.  Reduces the general excise tax rate on the gross proceeds or income from the sale of nonprescription drugs.  Requires DBEDT to conduct an economic cost-benefit analysis on the general excise tax reductions.  Effective 7/1/3000.  (HD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=933&year=2025,true
true,HB966 HD2,RELATING TO AGRICULTURAL TOURISM.,"KAHALOA, AMATO, CHUN, EVSLIN, GARRETT, GRANDINETTI, HOLT, IWAMOTO, KEOHOKAPU-LEE LOY, KILA, KUSCH, LEE, M., LOWEN, MARTEN, MIYAKE, MORIKAWA, PERRUSO, QUINLAN, TAKAYAMA, TAKENOUCHI, TAM, TARNAS, TODD","AEN/WTL/EDT/EIG, WAM",(S) 3/19/2025- The committee on WTL deferred the measure.,"Establishes statewide, uniform standards to promote agricultural tourism activities in the State for all counties that have adopted an agricultural tourism ordinance.  Requires agricultural tourism activities to be registered by the county planning department.  Requires agricultural tourism activities to coexist with an agricultural activity on a farming operation and requires termination of the agricultural tourism activities upon cessation of the agricultural activity, except under certain circumstances.  Makes conforming amendments.  Effective 7/1/3000.  (HD2)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=966&year=2025,true
true,HB1006 HD2 SD1,RELATING TO THE AGRIBUSINESS DEVELOPMENT CORPORATION.,NAKAMURA (Introduced by request of another party),"EDT, WAM",(S) 4/11/2025- Received notice of disagreement (Hse. Com. No. 704).,"Includes agricultural tourism in the definition of ""enterprise"" to authorize the Agribusiness Development Corporation to financially support farming businesses engaged in agricultural tourism.  Transfers the Agricultural Development Division of the Department of Agriculture to the Agribusiness Development Corporation.  Effective 7/1/3000.  (SD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1006&year=2025,true
false,HB1057,RELATING TO THE STABILIZATION OF PROPERTY INSURANCE.,NAKAMURA (Introduced by request of another party),"CPC, FIN","(H) 1/23/2025- Referred to CPC, FIN, referral sheet 3",Expands the powers of the Hawaii Property Insurance Association and Hawaii Hurricane Relief Fund to help to stabilize the property insurance market in the State.  Requires the Insurance Commissioner to conduct a study.  Appropriates moneys.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1057&year=2025,true
true,SB102 SD2 HD2 CD1,RELATING TO RESTAURANTS.,HASHIMOTO_ FEVELLA_ KIM_ LEE_ C._ MCKELVEY_ MORIWAKI_ Fukunaga_ Wakai,CPC_ JHA,H 5/19/2025: Act 077_ on 05/19/2025 (Gov. Msg. No. 1177).,Prohibits third-party restaurant reservation services from advertising_ listing_ promoting_ facilitating_ enabling_ or selling restaurant reservations without first obtaining a written agreement from the applicable restaurant authorizing the action.  Establishes a private cause of action for civil remedies.  (CD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=102&year=2025,true
true,HB1284,RELATING TO PESTICIDES.,LOWEN,"AGR, CPC, FIN","(H) 1/27/2025- Referred to AGR, CPC, FIN, referral sheet 4",Requires quarterly rather than annual reporting of all use of restricted use pesticides.  Amends the contents of reports to include specific geospatial data and information and increased detail on the amount of restricted use pesticides used.  Requires the Department of Agriculture to develop an online reporting tool for restricted use pesticides.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=1284&year=2025,true
true,SB545,RELATING TO SCHOOL MEALS.,GABBARD_ Richards,EDU_ JDC,S 1/21/2025: Referred to EDU_ JDC.,"Prohibits the usage of synthetic substances in school meals at Department of Education and public charter schools.  Defines ""synthetic substances"".",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=545&year=2025,true
false,SB50 SD1,RELATING TO CONSUMER PROTECTION.,CHANG_ SAN BUENAVENTURA_ Fevella,TCA_ CPN,S 2/11/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to CPN.,Establishes as a deceptive practice advertising_ displaying_ or offering a price for goods or services that does not include all mandatory fees or charges_ subject to certain exceptions.  Effective 7/1/2050.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=50&year=2025,true
false,HB72 HD2 SD1 CD1,RELATING TO PHARMACY.,"MATAYOSHI, CHUN","HHS, CPN","(H) 5/27/2025- Act 093, on 05/27/2025 (Gov. Msg. No. 1193).","Beginning 1/1/2026, requires pharmacy technicians to be registered with and obtain a certificate of registration issued by the Board of Pharmacy.  Imposes a duty on pharmacists-in-charge to report violations by registered pharmacy technicians to the Board of Pharmacy.  Specifies that supervising registered pharmacists are responsible for the actions of registered pharmacy technicians and pharmacy interns.  (CD1)",https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=HB&billnumber=72&year=2025,true
true,SB549,RELATING TO SCHOOL MEALS.,GABBARD_ CHANG_ RICHARDS_ McKelvey_ San Buenaventura,EDU/AEN_ WAM,S 1/21/2025: Referred to EDU/AEN_ WAM.,Requires the Department of Education to establish a recognition program to incentivize schools to submit to the Department a plan for the school to reach the local farm to school meal goal of thirty per cent of food served in the school to consist of locally sourced products by 2030.  Requires all department high schools to provide a plant-based meal option for school meals_ under certain conditions.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=549&year=2025,true
false,SB463,RELATING TO CONSUMER PROTECTION.,KOUCHI (Introduced by request of another party),CPN/HHS_ JDC/WAM,S 2/12/2025: The committee on HHS deferred the measure.,Beginning 1/1/2026_ requires kratom products to be registered with the Department of Health and imposes labeling requirements.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=463&year=2025,true
false,SB1151,RELATING TO ASSISTED REPRODUCTION.,LEE_ C._ HASHIMOTO_ RHOADS,HHS/CPN_ JDC,S 1/23/2025: Referred to HHS/CPN_ JDC.,Establishes a streamlined procedure for determining parentage in cases of assisted reproduction.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=1151&year=2025,true
false,SB54,RELATING TO AN INTERSTATE COMPACT TO PHASE OUT CORPORATE WELFARE.,RHOADS_ CHANG,EIG/PSM/EDT_ WAM/JDC,S 1/16/2025: Referred to EIG/PSM/EDT_ WAM/JDC.,Adopts the Interstate Compact to Phase Out Corporate Welfare.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=54&year=2025,true
false,SB51 SD1,RELATING TO PUBLIC FINANCING FOR CANDIDATES TO ELECTED OFFICE.,RHOADS_ CHANG_ FUKUNAGA_ MCKELVEY_ SAN BUENAVENTURA_ Fevella_ Ihara_ Moriwaki,JHA_ FIN,H 3/12/2025: The committee(s) on JHA recommend(s) that the measure be deferred.,Establishes a comprehensive system of public financing for all candidates seeking election to state and county public offices in the State of Hawaii_ to begin with the 2028 general election year.  Requires the Campaign Spending Commission to submit reports to the Legislature.  Appropriates funds.  Effective 4/23/2057.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=51&year=2025,true
false,SB57,RELATING TO CORPORATIONS.,RHOADS_ CHANG_ Ihara_ Moriwaki,CPN_ JDC,S 1/16/2025: Referred to CPN_ JDC.,Requires domestic and foreign corporations to provide their shareholders with reports of independent expenditures and political contributions.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=57&year=2025,true
false,SB622,RELATING TO DUST MONITORING.,FEVELLA_ CHANG_ GABBARD,AEN/HHS_ JDC,S 1/23/2025: Referred to AEN/HHS_ JDC.,Requires landfills to have dust monitoring stations.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=622&year=2025,true
false,SB73 SD1,RELATING TO COUNTY PERMITS.,CHANG_ FEVELLA_ HASHIMOTO_ RHOADS,EIG_ WAM,S 2/11/2025: Report adopted; Passed Second Reading_ as amended (SD 1) and referred to WAM.,Requires county permitting agencies to establish and fill positions exclusively to process permit applications submitted for state projects.  Appropriates funds.  Effective 5/13/2040.  (SD1),https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=73&year=2025,true
false,SB75,RELATING TO HOUSING.,CHANG_ FEVELLA_ HASHIMOTO_ Wakai,HOU_ WAM,S 1/31/2025: Report adopted; Passed Second Reading and referred to WAM.,Establishes a working group to revise the State's Qualified Allocation Plan_ the prioritization of the Rental Housing Revolving Fund_ and the terms of loans made from the RHRF.  Requires a report to the Legislature.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=75&year=2025,true
false,SB74,RELATING TO STATE CONSTRUCTION PROJECTS.,CHANG_ FEVELLA,GVO_ WAM/JDC,S 2/6/2025: The committee on GVO deferred the measure.,Establishes the Office of the State Architect within the Department of Accounting and General Services to be headed by the State Architect.  Authorizes the State Architect to organize_ manage_ and oversee the design review of all state construction projects and issue design approvals.  Establishes the Design Review Special Fund.  Requires the State Architect to submit a report to the Governor and Legislature.  Authorizes DAGS to provide centralized design review services for state construction projects and issue design approvals through the State Architect.  Exempts state construction projects from county building permit_ inspection_ and certificate of occupancy requirements_ subject to certain conditions.  Makes appropriations.,https://www.capitol.hawaii.gov/session/measure_indiv.aspx?billtype=SB&billnumber=74&year=2025,true
